Site,Partition,Syn,Nonsyn,&beta;-&alpha;,Prob[&alpha;>&beta;],Prob[&alpha;<&beta;],BayesFactor[&alpha;<&beta;],PSRF,Neff
1258,1,0.994,0.01,-0.983,1,0,0,1.103,26.919
1259,1,2.815,0.015,-2.8,1,0,0,1.011,163.646
1260,1,2.51,0.014,-2.496,1,0,0,1.033,68.398
1261,1,2.814,0.012,-2.801,1,0,0,1.023,93.319
1262,1,2.817,0.107,-2.71,1,0,0,1.006,237.913
1263,1,2.81,0.642,-2.168,1,0,0,1.013,143.625
1264,1,1.246,0.007,-1.239,1,0,0,1.076,34.344
1265,1,2.815,0.018,-2.796,1,0,0,1.008,196.69
1266,1,3.212,0.574,-2.638,1,0,0,1.007,210.359
1267,1,5.845,0.013,-5.833,1,0,0,1.013,143.242
1268,1,2.565,0.083,-2.482,0.954,0.03,0.404,1,475.842
1269,1,1.231,0.008,-1.223,1,0,0,1.056,44.397
1270,1,0.692,0.447,-0.245,0.626,0.306,5.774,1.023,94.015
1271,1,1.842,0.012,-1.831,1,0,0,1.08,33.02
1272,1,2.155,0.012,-2.143,1,0,0,1.024,88.597
1273,1,2.012,0.015,-1.997,1,0,0,1.085,31.387
1274,1,2.675,2.377,-0.298,0.259,0.071,0.996,1.024,90.613
1275,1,2.81,2.58,-0.23,0.147,0.003,0.037,1.013,139.483
1276,1,0.953,0.01,-0.943,1,0,0,1.092,29.333
1277,1,7.11,0.011,-7.1,1,0,0,1.006,237.237
1278,1,0.993,0.617,-0.376,0.77,0.161,2.519,1.044,54.145
1279,1,1.209,0.01,-1.198,1,0,0,1.016,121.955
1280,1,2.814,0.012,-2.802,1,0,0,1.022,94.394
1281,1,0.245,0.015,-0.23,0.833,0.071,0.996,1.006,224.273
1282,1,3.049,0.089,-2.96,1,0,0,1.026,82.72
1283,1,2.861,0.015,-2.846,1,0,0,1.02,101.665
1284,1,2.062,0.01,-2.052,1,0,0,1.06,42.163
1285,1,2.567,0.011,-2.557,1,0,0,1.031,73.325
1286,1,2.817,0.084,-2.733,1,0,0,1.019,107.953
1287,1,1.154,0.008,-1.146,1,0,0,1.096,28.467
1288,1,1.662,0.338,-1.324,0.99,0.005,0.066,1.023,91.244
1289,1,0.907,0.105,-0.802,0.992,0.003,0.036,1.019,105.334
1290,1,1.467,1.07,-0.397,0.499,0.286,5.23,1.025,87.278
1291,1,3.032,0.223,-2.809,1,0,0,1.008,188.75
1292,1,3.267,0.012,-3.254,1,0,0,1.039,60.489
1293,1,1.672,0.011,-1.661,1,0,0,1.088,30.692
1294,1,2.745,0.012,-2.732,1,0,0,1.059,42.514
1295,1,1.017,0.008,-1.009,1,0,0,1.018,111.589
1296,1,1.106,0.01,-1.095,1,0,0,1.028,78.132
1297,1,1.128,0.013,-1.114,1,0,0,1.07,36.979
1298,1,2.116,0.012,-2.104,1,0,0,1.068,38.038
1299,1,3.314,0.011,-3.303,1,0,0,1.026,82.854
1300,1,2.361,0.011,-2.349,1,0,0,1.025,85.798
1301,1,2.466,0.014,-2.452,1,0,0,1.063,40.316
1302,1,2.827,0.017,-2.81,1,0,0,1.026,84.633
1303,1,7.125,0.014,-7.111,1,0,0,1.006,224.365
1304,1,1.832,0.11,-1.722,1,0,0.002,1.097,28.16
1305,1,2.918,0.015,-2.903,1,0,0,1.024,89.657
1306,1,2.814,0.013,-2.8,1,0,0,1.022,96.895
1307,1,1.174,0.014,-1.161,1,0,0.001,1.026,84.144
1308,1,2.626,0.018,-2.609,1,0,0,1.016,119.746
1309,1,2.816,0.015,-2.801,1,0,0,1.007,213.032
1310,1,0.648,0.013,-0.635,0.999,0,0.003,1.028,78.033
1311,1,1.995,0.014,-1.981,1,0,0,1.08,33.216
1312,1,0.639,0.005,-0.634,0.945,0.014,0.184,1.004,270.617
1313,1,1.27,0.005,-1.265,0.999,0,0.001,1.009,187.369
1314,1,2.815,0.083,-2.732,1,0,0,1.017,115.432
1315,1,0.952,0.011,-0.941,1,0,0,1.084,31.632
1316,1,4.958,0.015,-4.943,1,0,0,1.012,151.844
1317,1,1.136,0.013,-1.123,0.999,0,0.003,1.011,163.405
1318,1,1.238,0.01,-1.228,1,0,0,1.052,47.641
1319,1,6.886,0.012,-6.874,1,0,0,1.009,187.353
1320,1,2.816,0.085,-2.731,1,0,0,1.025,85.328
1321,1,2.716,0.012,-2.704,1,0,0,1.101,27.173
1322,1,0.788,0.014,-0.774,1,0,0.002,1.065,39.338
1323,1,2.818,0.125,-2.693,1,0,0,1.011,157.194
1324,1,1.193,0.008,-1.185,1,0,0,1.09,30.119
1325,1,1.401,0.17,-1.231,0.999,0,0.005,1.116,24.358
1326,1,2.626,1.174,-1.451,0.928,0.023,0.308,1.025,85.978
1327,1,2.796,0.02,-2.776,1,0,0,1.015,128.769
1328,1,1.351,0.013,-1.339,1,0,0,1.08,33.098
1329,1,1.033,0.096,-0.937,0.999,0,0.005,1.021,98.017
1330,1,0.853,0.015,-0.838,0.999,0,0.006,1.021,100.698
1331,1,7.124,0.01,-7.114,1,0,0,1.006,224.357
1332,1,0.92,0.653,-0.267,0.697,0.22,3.692,1.04,58.774
1333,1,0.577,0.011,-0.566,0.999,0,0.002,1.019,109.273
1334,1,1.096,0.012,-1.084,1,0,0.001,1.037,62.383
1335,1,1.207,0.017,-1.19,1,0,0,1.068,38.016
1336,1,1.161,0.01,-1.151,1,0,0,1.091,29.604
1337,1,1.14,0.013,-1.128,0.999,0,0.003,1.011,163.361
1338,1,2.797,0.012,-2.784,1,0,0,1.023,93.597
1339,1,2.478,0.2,-2.278,1,0,0.001,1.057,43.615
1340,1,3.034,0.018,-3.015,1,0,0,1.019,105.765
1341,1,2.618,0.198,-2.42,1,0,0,1.046,52.545
1342,1,2.809,0.015,-2.794,1,0,0,1.022,97.025
1343,1,2.191,0.382,-1.809,0.997,0.001,0.009,1.014,132.928
1344,1,2.816,0.19,-2.626,1,0,0,1.004,269.268
1345,1,6.932,0.011,-6.921,1,0,0,1.012,153.75
1346,1,2.641,0.012,-2.628,1,0,0,1.07,37.162
1347,1,1.856,0.012,-1.845,1,0,0,1.08,32.976
1348,1,2.66,0.012,-2.648,1,0,0,1.074,35.126
1349,1,2.817,0.015,-2.801,1,0,0,1.007,211.036
1350,1,2.822,0.012,-2.809,1,0,0,1.022,95.349
1351,1,1.036,0.009,-1.027,1,0,0,1.11,25.477
1352,1,2.508,0.012,-2.495,1,0,0,1.101,27.263
1353,1,1.627,0.014,-1.613,1,0,0,1.071,36.616
1354,1,7.13,0.01,-7.12,1,0,0,1.005,243.839
1355,1,2.608,2.737,0.129,0.045,0.12,1.779,1.024,88.359
1356,1,7.125,0.01,-7.115,1,0,0,1.007,219.53
1357,1,0.955,0.01,-0.945,0.999,0,0.003,1.009,175.487
1358,1,1.656,0.177,-1.479,1,0,0.003,1.09,30.058
1359,1,2.519,0.014,-2.506,1,0,0,1.022,94.87
1360,1,2.846,0.173,-2.673,1,0,0,1.004,273.518
1361,1,2.093,0.177,-1.916,1,0,0.001,1.077,34.268
1362,1,3.061,0.011,-3.05,1,0,0,1.027,80.552
1363,1,2.528,0.146,-2.382,1,0,0.001,1.067,38.455
1364,1,1.426,0.013,-1.413,1,0,0,1.024,88.148
1365,1,1.087,0.561,-0.526,0.924,0.039,0.527,1.015,128.099
1366,1,0.36,0.11,-0.25,0.889,0.038,0.513,1.019,105.606
1367,1,1.081,0.015,-1.066,1,0,0,1.094,28.828
1368,1,2.807,0.331,-2.476,1,0,0,1.014,136.784
1369,1,1.098,0.098,-1,0.999,0,0.003,1.046,52.628
1370,1,2.686,0.085,-2.601,1,0,0,1.062,41.141
1371,1,1.338,0.013,-1.326,1,0,0,1.042,57.165
1372,1,2.46,0.016,-2.444,1,0,0,1.094,28.937
1373,1,3.027,0.224,-2.804,1,0,0,1.015,130.49
1374,1,2.827,0.013,-2.813,1,0,0,1.012,147.844
1375,1,2.804,0.011,-2.792,1,0,0,1.025,87.688
1376,1,7.115,0.012,-7.103,1,0,0,1.007,215.567
1377,1,0.607,0.125,-0.482,0.93,0.03,0.399,1.017,116.868
1378,1,1.133,0.01,-1.123,0.999,0,0.001,1.009,178.444
1379,1,2.598,0.014,-2.584,1,0,0,1.022,96.526
1380,1,2.809,0.083,-2.726,1,0,0,1.037,63.385
1381,1,1.228,0.009,-1.219,1,0,0,1.062,40.758
1382,1,1.938,0.01,-1.928,1,0,0,1.064,39.724
1383,1,3.002,0.335,-2.667,1,0,0,1.011,155.253
1384,1,5.404,6.581,1.177,0.039,0.312,5.94,1.007,205.32
1385,1,1.304,0.007,-1.297,1,0,0,1.048,50.423
1386,1,2.667,0.188,-2.479,1,0,0,1.057,43.721
1387,1,2.043,0.015,-2.028,1,0,0,1.085,31.299
1388,1,2.7,0.018,-2.682,1,0,0,1.054,46.028
1389,1,1.955,0.012,-1.944,1,0,0,1.059,42.732
1390,1,1.171,0.009,-1.162,1,0,0,1.082,32.426
1391,1,2.209,0.011,-2.198,1,0,0,1.088,30.612
1392,1,2.808,0.083,-2.725,1,0,0,1.037,62.841
1393,1,7.02,0.009,-7.011,1,0,0,1.013,138.571
1394,1,2.815,0.015,-2.8,1,0,0,1.019,108.794
1395,1,3.077,0.015,-3.062,1,0,0,1.02,102.089
1396,1,1.248,0.008,-1.24,1,0,0,1.081,32.592
1397,1,6.791,0.508,-6.284,1,0,0,1.014,134.365
1398,1,6.624,0.287,-6.337,1,0,0,1.005,245.366
1399,1,3.069,0.014,-3.055,1,0,0,1.064,40.062
1400,1,7.125,0.012,-7.114,1,0,0,1.006,237.121
1401,1,2.85,0.333,-2.517,1,0,0,1.011,155.477
1402,1,5.748,0.015,-5.734,1,0,0,1.014,134.958
1403,1,2.566,0.252,-2.314,1,0,0,1.033,69.51
1404,1,2.815,0.015,-2.8,1,0,0,1.023,92.876
1405,1,2.814,1.201,-1.613,0.999,0,0,1.012,145.922
1406,1,3.812,0.088,-3.724,1,0,0,1.018,111.878
1407,1,0.433,0.018,-0.415,0.99,0.003,0.039,1.015,130.301
1408,1,2.155,1.025,-1.13,0.837,0.067,0.933,1.022,95.39
1409,1,6.756,0.829,-5.927,1,0,0,1.008,191.498
1410,1,2.814,1.224,-1.59,0.988,0,0,1.017,117.845
1411,1,0.609,0.015,-0.594,0.993,0.002,0.021,1.01,172.202
1412,1,2.79,2.818,0.028,0,0.016,0.211,1.018,112.475
1413,1,2.816,0.014,-2.803,1,0,0,1.009,180.37
1414,1,1.854,0.012,-1.843,1,0,0,1.08,32.983
1415,1,2.271,0.012,-2.258,1,0,0,1.097,28.098
1416,1,5.337,0.013,-5.324,1,0,0,1.01,173.22
1417,1,2.782,0.197,-2.585,1,0,0,1.021,98.206
1418,1,2.017,0.012,-2.005,1,0,0,1.09,30.107
1419,1,2.659,0.016,-2.644,1,0,0,1.044,54.57
1420,1,2.815,0.018,-2.797,1,0,0,1.01,174.587
1421,1,2.817,0.013,-2.804,1,0,0,1.011,161.207
1422,1,2.685,0.016,-2.669,1,0,0,1.048,50.431
1423,1,2.917,0.014,-2.902,1,0,0,1.02,103.597
1424,1,2.775,0.163,-2.612,1,0,0,1.017,116.241
1425,1,1.098,0.641,-0.457,0.799,0.133,2.008,1.033,69.235
1426,1,2.178,0.01,-2.168,1,0,0,1.1,27.534
1427,1,2.712,0.013,-2.699,1,0,0,1.095,28.784
1428,1,0.839,0.518,-0.321,0.759,0.176,2.792,1.048,50.333
1429,1,2.813,0.116,-2.697,1,0,0,1.015,129.037
1430,1,2.84,0.018,-2.822,1,0,0,1.017,117.914
1431,1,2.813,0.095,-2.718,1,0,0,1.01,174.692
1432,1,1.754,0.331,-1.424,0.999,0,0.003,1.011,158.943
1433,1,2.802,0.014,-2.788,1,0,0,1.031,72.367
1434,1,2.868,0.014,-2.854,1,0,0,1.021,99.148
1435,1,1.407,0.01,-1.397,1,0,0,1.032,71.281
1436,1,1.637,0.011,-1.626,1,0,0,1.074,35.283
1437,1,2.804,0.012,-2.791,1,0,0,1.025,86.133
1438,1,2.688,0.016,-2.672,1,0,0,1.019,108.032
1439,1,2.812,0.015,-2.797,1,0,0,1.017,115.806
1440,1,0.138,0.011,-0.128,0.797,0.074,1.05,1.007,205.039
1441,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1442,1,2.296,0.011,-2.285,1,0,0,1.092,29.37
1443,1,2.471,0.017,-2.454,1,0,0,1.042,56.55
1444,1,2.815,2.815,0.001,0,0,0.003,1.026,83.575
1445,1,2.645,0.012,-2.633,1,0,0,1.075,35.001
1446,1,1.228,0.013,-1.215,1,0,0,1.083,32.086
1447,1,1.396,0.012,-1.384,1,0,0,1.081,32.724
1448,1,2.886,0.012,-2.874,1,0,0,1.037,63.106
1449,1,0.962,0.013,-0.949,0.999,0,0.002,1.018,110.438
1450,1,1.636,0.01,-1.627,1,0,0,1.049,49.89
1451,1,0.629,0.01,-0.619,0.991,0.001,0.015,1.008,200.348
1452,1,0.618,0.082,-0.535,0.7,0.202,3.302,1.004,268.303
1453,1,0.727,0.013,-0.714,0.996,0.001,0.011,1.01,170.476
1454,1,2.909,0.015,-2.894,1,0,0,1.027,82.221
1455,1,2.759,0.014,-2.745,1,0,0,1.059,42.46
1456,1,6.021,0.01,-6.01,1,0,0,1.017,115.747
1457,1,0.864,0.11,-0.754,0.998,0.001,0.013,1.077,34.222
1458,1,0.34,0.01,-0.331,0.982,0.002,0.029,1.006,232.984
1459,1,0.603,0.099,-0.504,0.952,0.012,0.158,1.01,173.633
1460,1,1.449,0.02,-1.429,1,0,0.002,1.053,46.798
1461,1,2.802,0.105,-2.697,1,0,0,1.018,110.382
1462,1,1.129,0.01,-1.119,1,0,0,1.046,52.999
1463,1,4.932,0.015,-4.917,1,0,0,1.006,225.296
1464,1,2.942,0.083,-2.859,1,0,0,1.028,78.649
1465,1,0.411,0.01,-0.401,0.985,0.002,0.024,1.007,219.148
1466,1,0.215,0.008,-0.207,0.981,0.002,0.027,1.005,255.424
1467,1,1.423,0.012,-1.411,1,0,0,1.081,32.647
1468,1,1.289,0.008,-1.281,1,0,0,1.048,50.73
1469,1,2.82,0.012,-2.808,1,0,0,1.034,67.179
1470,1,4.312,0.011,-4.301,1,0,0,1.02,101.765
1471,1,2.821,0.012,-2.808,1,0,0,1.03,74.459
1472,1,1.123,0.007,-1.116,1,0,0,1.102,27.097
1473,1,2.45,0.016,-2.434,1,0,0,1.094,28.948
1474,1,1.151,0.008,-1.143,1,0,0,1.086,31.226
1475,1,2.689,0.106,-2.582,1,0,0,1.048,50.928
1476,1,3.554,0.012,-3.543,1,0,0,1.032,71.788
1477,1,2.811,0.013,-2.798,1,0,0,1.022,94.457
1478,1,2.352,0.012,-2.34,1,0,0,1.076,34.6
1479,1,6.123,0.021,-6.103,1,0,0,1.01,165.179
1480,1,2.823,0.017,-2.806,1,0,0,1.007,206.667
1481,1,7.073,0.012,-7.061,1,0,0,1.006,223.251
1482,1,1.126,0.01,-1.117,1,0,0,1.045,53.118
1483,1,1.091,0.128,-0.962,0.998,0.001,0.012,1.095,28.609
1484,1,7.122,0.013,-7.109,1,0,0,1.006,225.554
1485,1,2.787,0.243,-2.543,1,0,0,1.014,137.335
1486,1,2.027,0.019,-2.008,1,0,0,1.024,88.632
1487,1,2.747,0.016,-2.731,1,0,0,1.019,108.383
1488,1,2.786,0.017,-2.769,1,0,0,1.031,72.22
1489,1,7.094,0.014,-7.08,1,0,0,1.006,226.293
1490,1,2.623,0.014,-2.609,1,0,0,1.094,29.056
1491,1,2.677,0.012,-2.665,1,0,0,1.024,90.055
1492,1,1.442,0.013,-1.429,1,0,0,1.072,36.161
1493,1,5.761,0.013,-5.748,1,0,0,1.014,131.38
1494,1,2.37,0.017,-2.354,1,0,0,1.079,33.34
1495,1,2.485,0.995,-1.49,0.922,0.039,0.533,1.013,144.13
1496,1,2.814,0.459,-2.355,1,0,0,1.013,144.245
1497,1,1.586,0.014,-1.572,1,0,0,1.071,36.556
1498,1,2.656,0.301,-2.355,1,0,0,1.031,72.152
1499,1,2.95,0.015,-2.935,1,0,0,1.022,95.481
1500,1,1.636,0.01,-1.626,1,0,0,1.067,38.3
1501,1,0.5,0.505,0.005,0.422,0.472,11.686,1.043,55.075
1502,1,1.672,0.011,-1.662,1,0,0,1.058,43.1
1503,1,2.796,1.214,-1.582,0.988,0.001,0.012,1.017,114.565
1504,1,1.692,0.01,-1.682,1,0,0,1.052,47.703
1505,1,7.089,0.015,-7.075,1,0,0,1.007,210.975
1506,1,7.288,0.014,-7.274,1,0,0,1.007,216.502
1507,1,1.895,0.013,-1.882,1,0,0,1.073,35.587
1508,1,2.823,0.013,-2.81,1,0,0,1.017,116.93
1509,1,7.063,0.01,-7.054,1,0,0,1.008,197.342
1510,1,2.583,0.017,-2.566,1,0,0,1.035,66.711
1511,1,2.707,0.097,-2.61,0.954,0.03,0.408,1.002,358.543
1512,1,6.884,0.009,-6.875,1,0,0,1.014,134.896
1513,1,1.108,0.012,-1.096,1,0,0.001,1.038,61.899
1514,1,2.515,0.089,-2.426,1,0,0,1.106,26.281
1515,1,7.74,0.115,-7.625,1,0,0,1.006,228.733
1516,1,0.807,0.726,-0.081,0.518,0.382,8.073,1.039,59.825
1517,1,0.607,0.101,-0.506,0.951,0.013,0.172,1.01,169.664
1518,1,2.807,0.015,-2.793,1,0,0,1.02,101.54
1519,1,1.136,0.013,-1.123,0.999,0,0.003,1.011,163.413
1520,1,1.235,0.01,-1.225,1,0,0,1.052,47.692
1521,1,0.156,0.008,-0.148,0.962,0.004,0.058,1.005,262.034
1522,1,0.416,0.012,-0.404,0.982,0.003,0.037,1.006,229.817
1523,1,2.327,0.287,-2.04,0.999,0,0.006,1.045,53.621
1524,1,2.814,0.018,-2.796,1,0,0,1.019,107.932
1525,1,2.815,0.015,-2.8,1,0,0,1.013,144.591
1526,1,0.324,0.012,-0.312,0.991,0.002,0.021,1.012,151.349
1527,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1528,1,2.763,0.015,-2.748,1,0,0,1.021,97.829
1529,1,1.43,0.013,-1.417,1,0,0,1.025,88.023
1530,1,2.745,0.013,-2.733,1,0,0,1.057,43.883
1531,1,3.903,0.085,-3.818,1,0,0,1.019,107.982
1532,1,1.892,0.01,-1.881,1,0,0,1.088,30.42
1533,1,2.787,0.2,-2.587,1,0,0,1.016,122.272
1534,1,0.791,0.013,-0.778,0.993,0.001,0.016,1.007,204.047
1535,1,2.814,0.012,-2.802,1,0,0,1.022,94.249
1536,1,0.205,0.007,-0.198,0.976,0.002,0.029,1.004,269.085
1537,1,2.494,0.013,-2.481,1,0,0,1.02,102.688
1538,1,4.261,0.014,-4.247,1,0,0,1.021,100.636
1539,1,1.337,0.014,-1.323,1,0,0,1.006,226.273
1540,1,1.164,0.022,-1.142,1,0,0.001,1.037,63.029
1541,1,5.301,0.091,-5.21,1,0,0,1.012,147.464
1542,1,0.727,0.011,-0.716,0.997,0.001,0.007,1.01,174.116
1543,1,2.721,0.083,-2.638,0.956,0.028,0.38,1,475.942
1544,1,2.443,0.012,-2.431,1,0,0,1.084,31.843
1545,1,2.773,0.085,-2.689,1,0,0,1.048,50.567
1546,1,2.913,0.013,-2.899,1,0,0,1.051,48.514
1547,1,2.829,0.018,-2.81,1,0,0,1.033,69.747
1548,1,2.863,0.013,-2.85,1,0,0,1.006,221.357
1549,1,1.121,0.009,-1.112,1,0,0,1.039,59.999
1550,1,2.667,0.014,-2.653,1,0,0,1.085,31.51
1551,1,1.113,0.01,-1.103,1,0,0,1.029,77.388
1552,1,2.821,0.024,-2.798,1,0,0,1.016,121.537
1553,1,1.626,0.012,-1.613,1,0,0,1.084,31.694
1554,1,1.198,0.009,-1.189,1,0,0,1.071,36.581
1555,1,1.169,0.008,-1.161,1,0,0,1.082,32.266
1556,1,2.814,0.016,-2.798,1,0,0,1.019,106.634
1557,1,1.197,0.007,-1.19,1,0,0,1.085,31.496
1558,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1559,1,1.768,0.013,-1.755,1,0,0,1.053,46.311
1560,1,1.943,0.015,-1.928,1,0,0,1.061,41.306
1561,1,0.856,0.011,-0.845,0.999,0,0.002,1.013,138.928
1562,1,2.818,0.012,-2.806,1,0,0,1.023,93.959
1563,1,6.749,0.01,-6.739,1,0,0,1.014,135.872
1564,1,2.814,0.018,-2.796,1,0,0,1.015,130.217
1565,1,2.803,0.013,-2.79,1,0,0,1.037,62.296
1566,1,2.939,0.012,-2.927,1,0,0,1.022,96.339
1567,1,2.791,0.122,-2.669,1,0,0,1.014,134.967
1568,1,1.946,0.092,-1.855,0.999,0,0.004,1.01,173.101
1569,1,1.499,0.012,-1.487,1,0,0,1.05,48.849
1570,1,2.145,0.096,-2.049,1,0,0,1.08,33.143
1571,1,7.062,0.012,-7.05,1,0,0,1.008,201.56
1572,1,2.846,0.083,-2.763,1,0,0,1.022,96.508
1573,1,2.814,0.02,-2.794,1,0,0,1.007,204.695
1574,1,3.004,0.013,-2.992,1,0,0,1.022,97.084
1575,1,2.655,0.024,-2.631,1,0,0,1.043,56.034
1576,1,0.85,0.1,-0.75,0.997,0.001,0.012,1.034,67.005
1577,1,2.769,0.014,-2.754,1,0,0,1.094,28.84
1578,1,1.823,0.021,-1.803,1,0,0.001,1.072,36.012
1579,1,2.651,0.411,-2.24,1,0,0,1.014,135.63
1580,1,6.874,0.015,-6.859,1,0,0,1.008,188.922
1581,1,3.286,0.016,-3.27,1,0,0,1.018,113.472
1582,1,1.229,0.132,-1.097,0.998,0.001,0.009,1.11,25.468
1583,1,0.874,2.815,1.941,0,1,64348.669,0.998,774.038
1584,1,0.578,0.012,-0.567,0.999,0,0.003,1.02,102.38
1585,1,1.108,0.01,-1.098,1,0,0,1.029,77.86
1586,1,0.176,0.013,-0.163,0.952,0.009,0.12,1.004,289.826
1587,1,0.206,0.009,-0.198,0.972,0.003,0.043,1.004,274.651
1588,1,2.722,0.015,-2.707,1,0,0,1.078,33.86
1589,1,0.722,0.011,-0.71,0.997,0.001,0.007,1.01,174.206
1590,1,0.116,0.021,-0.096,0.72,0.134,2.028,1.009,183.869
1591,1,0.138,0.013,-0.125,0.784,0.085,1.22,1.008,202.527
1592,1,2.713,0.012,-2.701,1,0,0,1.064,40.068
1593,1,2.252,0.093,-2.159,1,0,0,1.106,26.217
1594,1,0.426,0.01,-0.416,0.985,0.002,0.026,1.006,219.867
1595,1,1.216,0.009,-1.206,1,0,0,1.067,38.271
1596,1,5.795,0.012,-5.782,1,0,0,1.014,132.577
1597,1,2.815,0.091,-2.724,1,0,0,1.006,235.092
1598,1,3.903,0.483,-3.421,1,0,0,1.009,187.731
1599,1,2.549,0.014,-2.535,1,0,0,1.046,52.692
1600,1,1.39,0.237,-1.153,1,0,0.001,1.026,84.674
1601,1,1.125,0.009,-1.116,1,0,0,1.039,59.9
1602,1,2.455,0.012,-2.442,1,0,0,1.042,56.27
1603,1,3.83,0.013,-3.817,1,0,0,1.023,91.23
1604,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1605,1,0.721,0.013,-0.707,0.996,0.001,0.011,1.01,170.68
1606,1,0.791,0.021,-0.77,0.988,0.004,0.046,1.007,212.276
1607,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1608,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1609,1,2.896,0.014,-2.881,1,0,0,1.079,33.407
1610,1,6.669,0.012,-6.657,1,0,0,1.006,235.02
1611,1,2.811,0.02,-2.791,1,0,0,1.012,146.855
1612,1,2.869,2.815,-0.055,0.013,0,0.005,1.012,151.152
1613,1,2.87,0.016,-2.854,1,0,0,1.019,106.786
1614,1,2.887,0.013,-2.874,1,0,0,1.023,91.976
1615,1,7.889,0.013,-7.876,1,0,0,1.006,237.042
1616,1,0.864,0.01,-0.854,0.999,0,0.002,1.012,146.661
1617,1,2.793,0.085,-2.708,1,0,0,1.04,59.358
1618,1,3.111,0.013,-3.099,1,0,0,1.012,152.438
1619,1,2.756,0.015,-2.741,1,0,0,1.023,92.794
1620,1,1.637,0.014,-1.623,1,0,0,1.077,34.074
1621,1,1.032,0.188,-0.844,0.994,0.003,0.036,1.111,25.35
1622,1,2.782,0.012,-2.77,1,0,0,1.03,73.918
1623,1,7.066,0.01,-7.055,1,0,0,1.006,239.082
1624,1,1.484,0.014,-1.47,1,0,0,1.022,96.919
1625,1,1.479,0.014,-1.464,1,0,0,1.005,240.428
1626,1,1.406,0.01,-1.396,1,0,0,1.075,35.068
1627,1,2.793,0.015,-2.778,1,0,0,1.025,86.323
1628,1,0.762,0.018,-0.743,0.999,0.001,0.007,1.066,39.003
1629,1,4.045,0.017,-4.027,1,0,0,1.007,213.68
1630,1,2.767,0.091,-2.676,1,0,0,1.016,123.147
1631,1,2.541,0.091,-2.45,1,0,0,1.02,105.16
1632,1,2.149,0.022,-2.127,1,0,0,1.069,37.63
1633,1,1.131,0.009,-1.123,1,0,0,1.1,27.418
1634,1,3.713,0.404,-3.309,1,0,0,1.008,199.696
1635,1,1.211,2.815,1.604,0,0.864,83.375,1.01,173.024
1636,1,1.875,1.008,-0.867,0.755,0.117,1.736,1.022,95.469
1637,1,1.626,0.376,-1.25,0.991,0.003,0.039,1.011,157.091
1638,1,7.026,0.01,-7.017,1,0,0,1.013,142.001
1639,1,0.161,0.013,-0.149,0.804,0.077,1.089,1.007,210.285
1640,1,2.319,0.012,-2.307,1,0,0,1.049,49.418
1641,1,2.806,2.815,0.009,0.001,0.007,0.093,1.016,123.176
1642,1,2.877,0.012,-2.865,1,0,0,1.024,88.42
1643,1,7.122,0.011,-7.111,1,0,0,1.006,233.998
1644,1,1.895,0.098,-1.797,1,0,0,1.102,27.119
1645,1,2.716,0.011,-2.705,1,0,0,1.081,32.739
1646,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1647,1,0.066,0.088,0.022,0.186,0.616,20.986,1.007,202.634
1648,1,2.564,0.014,-2.55,1,0,0,1.073,35.599
1649,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1650,1,2.667,0.088,-2.579,1,0,0,1.092,29.461
1651,1,2.815,0.015,-2.8,1,0,0,1.018,112.454
1652,1,2.796,0.017,-2.779,1,0,0,1.027,81.565
1653,1,0.6,0.019,-0.581,0.997,0.001,0.017,1.033,68.764
1654,1,2.766,0.017,-2.749,1,0,0,1.072,36.184
1655,1,0.96,0.504,-0.456,0.845,0.107,1.567,1.042,57.164
1656,1,0.884,0.36,-0.524,0.894,0.071,1.003,1.052,47.601
1657,1,1.373,0.008,-1.364,1,0,0,1.022,95.295
1658,1,2.804,0.415,-2.389,1,0,0,1.015,131.202
1659,1,1.199,0.169,-1.03,0.998,0.001,0.013,1.127,22.682
1660,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1661,1,2.357,0.013,-2.344,1,0,0,1.099,27.74
1662,1,1.023,0.009,-1.014,1,0,0,1.02,103.389
1663,1,1.94,0.011,-1.928,1,0,0,1.026,84.205
1664,1,1.017,0.014,-1.003,1,0,0.001,1.043,55.249
1665,1,2.67,0.018,-2.652,1,0,0,1.033,68.544
1666,1,1.426,0.188,-1.238,1,0,0.002,1.057,43.792
1667,1,0.937,0.204,-0.733,0.979,0.013,0.169,1.077,34.131
1668,1,2.813,0.015,-2.798,1,0,0,1.016,122.863
1669,1,1.175,0.01,-1.165,1,0,0,1.075,34.745
1670,1,2.811,0.108,-2.703,1,0,0,1.009,186.257
1671,1,5.527,0.126,-5.402,1,0,0,1.007,214.305
1672,1,1.182,0.011,-1.171,1,0,0.001,1.017,119.19
1673,1,2.814,0.015,-2.799,1,0,0,1.017,114.983
