"","merged.pos","D75046-","D75054-","D75064-","D75066-","D75077-","D75079-","D75150-","D75173-","D75201-","D75211-","D75224-","D75239-","D75240-","D75251-","D75290-","D75292-","D75315-","D75327-","D75338-","D75366-","D75383R","mean"
"7680",7680,NA,0,0.0005507618872774,0.00119510008963251,0.000860585197934596,0.000284333238555587,0.00134952766531714,0.000629326620516048,NA,0.000408163265306122,0.000164365548980934,0,0.000784108729743858,0.000673854447439353,0,0.000177462289263532,0.000543183052688756,NA,0.000169004563123204,0.000202388180530257,0.000710732054015636,0.000483494268351385
"7681",7681,NA,0.00116924875767319,0.000544563441640951,0.000296208530805687,0,0.00028336639274582,0,0.00125391849529781,NA,0,0,0,0.00025974025974026,0.000669792364367046,0.000515198351365276,0.000177399325882562,0,NA,0.000672494956287828,0.000392310710082385,0.000355113636363636,0.000366075290125136
"7682",7682,NA,0.000583941605839416,0.000542691751085384,0.000294724432655467,0.00085348506401138,0,0,0,NA,0.00062047569803516,0.00100502512562814,0,0,0,0.00259201658890617,0.000364166059723234,0.00109349371241115,NA,0.0010051934997487,0.00174893120870579,0.00177683013503909,0.000693387493432727
"7683",7683,NA,0.00145900204260286,0.00216998191681736,0.00147188695908154,0.00170940170940171,0.000284252416145537,0,0.000625782227784731,NA,0.000407913522333265,0,0,0.000514800514800515,0.00133511348464619,0.00051666236114699,0.000887941751021133,0.00108754758020663,NA,0.00117528542646071,0.000970873786407767,0.00248579545454545,0.000950124508522355
"7684",7684,NA,0.000293944738389183,0.000365163410626255,0.000888625592417062,0.00143266475644699,0.00172761301468471,0,0.00126582278481013,NA,0.000827643285743844,0.000337837837837838,0.000544662309368192,0.000774793388429752,0.000670690811535882,0.00130855796911803,0.000542299349240781,0.000544662309368192,NA,0.00118063754427391,0.000977708251857646,0.00107488355428162,0.00081990060602389
"7685",7685,NA,0.000293169158604515,0.00108972030512169,0.000588235294117647,0.000851063829787234,0,0.000672494956287828,0,NA,0.000204750204750205,0.000332834082210018,0,0.000510204081632653,0,0.00103761348897536,0.00106571936056838,0.000541418516513265,NA,0.000334112930170398,0.00251207729468599,0,0.000557411861301399
"7686",7686,NA,0.000877963125548727,0.00108636610537751,0.000880540064572938,0.00112994350282486,0.0011444921316166,0.00134318334452653,0,NA,0.000410593307329091,0.000333222259246918,0,0.000253164556962025,0.00066711140760507,0.00129634430904848,0.0007106057914372,0.000542005420054201,NA,0.000334001336005344,0.00192678227360308,0.00213143872113677,0.000837097647605297
"7687",7687,NA,0.000587716720540699,0.000181554103122731,0.000880540064572938,0.000847457627118644,0.000858614768174013,0,0.000634115409004439,NA,0.000421407501053519,0.000168010752688172,0,0,0,0.000782472613458529,0.000357398141529664,0.000548245614035088,NA,0.000670016750418761,0.00212724811448463,0.00176304654442877,0.000601546929146144
"7688",7688,NA,0.00144885540423066,0.00107123727905731,0.00115908432338453,0.00250976017847183,0.000284900284900285,0,0.00126582278481013,NA,0.000411607326610414,0.000333166749958354,0.00105429625724829,0.000244857982370225,0.00131147540983607,0.00154878678368611,0.000177147918511957,0.000543183052688756,NA,0.000985869208018403,0.00190439916206437,0.000702247191011236,0.000942038738714385
"7689",7689,NA,0.00173862648507679,0.000536768652710682,0.00116042935886278,0.00363534675615213,0,0.000649772579597141,0.00126903553299492,NA,0.00124584717607973,0.000668560922614073,0,0.00244857982370225,0,0.0005175983436853,0.00142222222222222,0.00108695652173913,NA,0.00114904793171372,0.00151687523701176,0.00141043723554302,0.0011364502655392
"7690",7690,NA,0,0.00107296137339056,0.000576867608883761,0.000277238702522872,0.00142287990893569,0,0.41643059490085,NA,0.000408830744071954,0.00066744535291173,0,0.000244259892525647,0,0.000772598506309554,0.000352485019386676,0.000541711809317443,NA,0.000327064595257563,0.000569584203531422,0.000353232073472271,0.0235565419272982
"7691",7691,NA,0,0.000535045478865704,0.000287769784172662,0,0.000854700854700855,0,0,NA,0.000815827044666531,0.000167700821734027,0,0.000484496124031008,0,0,0,0,NA,0.000326370757180157,0.000383656244005371,0.00247175141242938,0.000351517695654761
"7692",7692,NA,0.00201033888569787,0.00141995030173944,0.000572901747350329,0.000277392510402219,0.00169300225733634,0.000638977635782748,0.00070871722182849,NA,0.000612870275791624,0.00150451354062187,0.000523286237571952,0.000717017208413002,0.000643915003219575,0.00154281306248393,0.00158200035155563,0.00215169445938677,NA,0.00146484375,0.000374111485222596,0.000703977472720873,0.00106346241150696
"7693",7693,NA,0.00257953568357696,0.000355113636363636,0.000286286859433152,0.00166204986149584,0.00197461212976023,0.00192184497117233,0.00212765957446809,NA,0.00183224755700326,0.00150451354062187,0,0.000717360114777618,0.00384615384615385,0.000514271020827976,0.0010539258738802,0.000539083557951483,NA,0.00211107502435856,0.000936329588014981,0.00317348377997179,0.00150753036776843
"7694",7694,NA,0.000289268151576511,0.000359582883854729,0.000288101411696917,0.000279485746226942,0,0,0.000694444444444444,NA,0.000205423171733772,0.000167280026764804,0.000533902829684997,0.000243249817562637,0,0.000257201646090535,0.00017611835153223,0.00107933081489477,NA,0.000326157860404436,0.000754005655042413,0.000706464146944543,0.000353334275469704
"7695",7695,NA,0.00115707260630605,0.00035880875493362,0.00115008625646924,0.000834724540901503,0.000854457419538593,0,0.00139082058414465,NA,0.000828500414250207,0.000334840113845639,0,0,0,0.000772002058672156,0.000175901495162709,0,NA,0.000827403607479729,0.000188465887674331,0.000353606789250354,0.000512593918257155
"7696",7696,NA,0.00115506786023679,0.000714413288087158,0.000856408792463603,0.00167130919220056,0.00281928390188892,0.00126984126984127,0.0019280205655527,NA,0.000203873598369011,0.00134048257372654,0.00105708245243129,0.000720461095100865,0.00192061459667093,0,0.00140845070422535,0.000541711809317443,NA,0.000657786548265088,0.00168823860438942,0.00105263157894737,0.00116698213509524
"7697",7697,NA,0.000578536303153023,0.00107085489916116,0.00398974066685665,0.00139120756816917,0.00112644325542101,0,0,NA,0.00020329335230738,0.000503440174525927,0.00105429625724829,0.000239291696578129,0,0.000257135510413988,0,0.00108342361863489,NA,0.000658761528326746,0.000935103796521414,0.00105485232067511,0.000785910052666272
"7698",7698,NA,0.000867804454729534,0.000179275726066691,0.00114057599087539,0.000279095729835334,0.000565131393048884,0.000639795265515035,0,NA,0.000406173842404549,0.000504625735912532,0,0.000480538202787122,0,0.000515065670873036,0.000176273576590869,0,NA,0.00016627868307283,0.000562429696287964,0.00141743444365698,0.000438916578425375
"7699",7699,NA,0.00145095763203714,0.00214976710856324,0.000857142857142857,0.000834724540901503,0.00140765765765766,0.000640614990390775,0.000634517766497462,NA,0.000204373594931535,0.00118704425979312,0.00320684126135756,0.000720980533525595,0.00128700128700129,0.000520833333333333,0.00141592920353982,0.001085776330076,NA,0.000664893617021277,0.00282592313489073,0.00177242112725984,0.00127041112421782
"7700",7700,NA,0.00347423277359583,0.00249910746162085,0.00141763538417919,0.00277392510402219,0.000841278743690409,0.00127469725940089,0.00126262626262626,NA,0.00141614404207971,0.000337723741979061,0.000531914893617021,0.000953743443013829,0.000639795265515035,0.00180785123966942,0.0028203772254539,0.00215401184706516,NA,0.00131384463787157,0.00206378986866792,0.00388829975256274,0.00174838883036839
"7701",7701,NA,0.00145942790426153,0.000179340028694405,0,0.000557413600891862,0.000561009817671809,0.000640204865556978,0.000636942675159236,NA,0,0.00017082336863683,0.000534188034188034,0.0004778972520908,0,0.000788643533123028,0.000537345513164965,0.000554323725055432,NA,0.00066511473229132,0.000380517503805175,0.00106194690265487,0.000511396636513682
"7702",7702,NA,0.000578034682080925,0.000888888888888889,0.00112201963534362,0.000832177531206657,0.000277546489036914,0,0,NA,0.000608395862908132,0,0.000527704485488127,0,0,0.000517464424320828,0.000353481795687522,0.00107933081489477,NA,0.000826309700875888,0.000759589821496392,0.00106799572801709,0.000524385547791431
"7703",7703,NA,0.000578703703703704,0.00160028449502134,0.00168871376301717,0.00166435506241331,0.00027693159789532,0.00064143681847338,0.000628930817610063,NA,0.000406091370558376,0.000169118890580078,0,0.000236630383341221,0,0.00155601659751037,0.00106326422115896,0.000564971751412429,NA,0.00033003300330033,0.000568936089512611,0.000711237553342817,0.000704758673269527
"7704",7704,NA,0.000888625592417062,0.000182481751824818,0.000567536889897843,0.000280977802753582,0.000280977802753582,0,0.000637755102040816,NA,0.000203583061889251,0.000851788756388416,0,0.000968757568418503,0,0.000260213374967473,0.000177777777777778,0,NA,0.000507958008804605,0.00171330668189606,0.00107449856733524,0.000477568818842502
"7705",7705,NA,0.00177883190038541,0,0,0,0,0.000648088139987038,0,NA,0,0.000337552742616034,0.000547345374931582,0,0.000647249190938511,0.000518806744487678,0.000710984713828653,0,NA,0.000510377679482817,0.00114656984521307,0.000719942404607631,0.000420319374248801
"7706",7706,NA,0,0,0.00084841628959276,0.000280741156653565,0.000563380281690141,0,0,NA,0.00040908161178155,0.000340773555972057,0.000547345374931582,0.000241196333815726,0,0.000790305584826133,0.000539180445722502,0.000547345374931582,NA,0.000339904826648538,0.000381825124093165,0.000360100828231905,0.000343866488271734
"7707",7707,NA,0.000297000297000297,0.000182915675873422,0.000282645562464669,0.000559597090095132,0.000561955605507165,0.000645577792123951,0,NA,0.000607287449392713,0.000168435236651508,0,0,0,0.000259672812256557,0.000177935943060498,0.000541125541125541,NA,0.000339385711861531,0.000959877135726627,0.000362187613183629,0.000330311081462402
"7708",7708,NA,0,0.000913909705721075,0.000565131393048884,0.000837754817090198,0.000281056773468241,0.000646412411118293,0,NA,0.000405104314360948,0.000168719419605197,0.000545851528384279,0.000481347773766546,0,0.000777403472402177,0,0,NA,0.000677162688335873,0.000383656244005371,0,0.000371306141183727
"7709",7709,NA,0,0.00255941499085923,0.00169491525423729,0.00111513799832729,0.000281135788585887,0,0.00190597204574333,NA,0,0.000169033130493577,0,0.000240673886883273,0,0.000259470679813181,0.000177841010136938,0.00107816711590297,NA,0.000169204737732657,0.000576036866359447,0.000725163161711385,0.000608453703710359
"7710",7710,NA,0.00029603315571344,0.000182915675873422,0.000282485875706215,0.000278164116828929,0,0.000646412411118293,0,NA,0.00020185708518369,0.000675904021628929,0.000547345374931582,0.000241254523522316,0.000650195058517555,0,0.000356125356125356,0,NA,0.000169808116827984,0.000192678227360308,0.0014519056261343,0.000342949145859573
"7711",7711,NA,0.00059206631142688,0.000915248032216731,0.000565770862800566,0.00139198218262806,0,0,0.000639386189258312,NA,0.000609632188579557,0,0.000544959128065395,0,0,0.000781657113079729,0.000538793103448276,0.00162337662337662,NA,0.000510551395507148,0.000578703703703704,0,0.00051622926856061
"7712",7712,NA,0.0534441805225653,0.00293040293040293,0.00707413695529145,0.000558503211393465,0.00311879784519422,0,0,NA,0.000810701256586948,0.000508216161273928,0.000542005420054201,0.00047744091668656,0,0.0025980774227072,0.00196498749553412,0.00107816711590297,NA,0.001020581731587,0.00173310225303293,0.00432900432900433,0.00456601697595653
"7713",7713,NA,0.00148279952550415,0.0011001100110011,0.0014120304998588,0.00139431121026213,0.000568828213879408,0.000639795265515035,0.00127388535031847,NA,0.00101605364763259,0.00220264317180617,0.0010840108401084,0.000713436385255648,0,0.00208441896821261,0.000536576641030227,0.000538793103448276,NA,0.00237892948173322,0.000960430272762197,0.00108186080057699,0.00113716185493919
"7714",7714,NA,0.000858614768174013,0.000532575892064619,0.000276548672566372,0.000274047684297068,0.000277700638711469,0.00191938579654511,0.001875,NA,0.000203748981255094,0,0,0.000231749710312862,0,0.00183102275699712,0.000535905680600214,0,NA,0,0.000571102227298686,0.000353232073472271,0.000541146382349717
"7715",7715,NA,0.000285225328009127,0.000354924578527063,0,0,0.000276854928017719,0,0.000621504039776259,NA,0.000407830342577488,0.000168690958164642,0,0.00046029919447641,0,0.000522193211488251,0,0.000535905680600214,NA,0.00032932652725177,0.000570776255707763,0.000352236703064459,0.000271431541536731
"7716",7716,NA,0.00144425187752744,0.00107971927298902,0.000849136711010473,0.000828500414250207,0.00167738328207996,0.000645577792123951,0.00251572327044025,NA,0.00102944204241301,0.000689417442261289,0.00166944908180301,0.000696378830083565,0.000643086816720257,0.00106269925611052,0.000901550667147494,0,NA,0.002,0.00348702053467648,0.00107334525939177,0.00123848236394604
"7717",7717,NA,0.000575705238917674,0.000533333333333333,0.00109409190371991,0.000551419906258616,0.00167037861915367,0,0.000627352572145546,NA,0.000408496732026144,0.00117984156413282,0.000535331905781585,0,0.000637755102040816,0.000521648408972353,0.000711997152011392,0,NA,0.000661047760700711,0.00172612197928654,0.00140795494544175,0.000713470951329048
"7718",7718,NA,0.000287852619458837,0,0,0,0.000281531531531532,0,0,NA,0,0.000168861870989531,0,0,0,0,0.000178348492955235,0.000542593597395551,NA,0.000167252048837598,0,0.000704721634954193,0.000129508988673471
"7719",7719,NA,0.000288600288600289,0.000534950071326676,0,0.000279407655769768,0.00084530853761623,0.000650618087182824,0.000631711939355654,NA,0.000205296653664545,0.000169290672083968,0,0.000229410415232852,0.000640614990390775,0.000262536098713573,0.000894934669769107,0.000539374325782093,NA,0.000840194925222652,0.000196116885663856,0.000355113636363636,0.000420193325152139
"7720",7720,NA,0.00143926309729419,0.00178794922224209,0.00108873162765378,0.00282007896221094,0.000283045570336824,0,0,NA,0.00205254515599343,0.00016914749661705,0,0,0.000641025641025641,0.00105180120957139,0.00107449856733524,0.000537923614846692,NA,0.00118263220138537,0.00217735550277118,0.0028388928317956,0.00106360503894886
"7721",7721,NA,0.00941730429664508,0.00128937189169276,0.000556792873051225,0.0014819205690575,0.000287191269385411,0.000659195781147001,0.00320512820512821,NA,0.00104493207941484,0.00104402296850531,0.000550357732526142,0,0.00191938579654511,0.000602772754671489,0.00115830115830116,0.00110497237569061,NA,0.00101971447994562,0.000850340136054422,0.00144770177343467,0.00153552256339981
"7722",7722,NA,0.00144175317185698,0.000531820599184542,0,0.00056369785794814,0.000841514726507714,0.00260247234873129,0.00125391849529781,NA,0.000824572253143682,0.000337438839210393,0.000535905680600214,0,0,0.000803427959292983,0.000350017500875044,0.00105988341282459,NA,0.000500584014683798,0.00080450522928399,0.000356760613628255,0.000711570705726079
"7723",7723,NA,0.000287686996547756,0.00017611835153223,0.0010752688172043,0.000835887433825578,0.000282007896221094,0,0,NA,0.000618556701030928,0.00100637370010064,0.00107296137339056,0.000227738556137554,0,0.000802782981000803,0.000173792144595064,0.00105764145954521,NA,0.000333000333000333,0.0011818002757534,0.00141542816702052,0.000585946954828109
"7724",7724,NA,0,0.000708340711882415,0.000268672756582483,0.000559127760693318,0.0002808199943836,0,0,NA,0.000206185567010309,0.000502680965147453,0,0,0.000636132315521629,0,0.000174094707520891,0,NA,0.000503440174525927,0.000200400801603206,0,0.000224438653048402
"7725",7725,NA,0.000576701268742791,0.000178062678062678,0.000269832703723691,0.00028184892897407,0.00084554678692221,0,0,NA,0.000206654267410622,0,0,0.000229410415232852,0.000641848523748395,0.00133511348464619,0.000694927032661571,0,NA,0,0.000795703202705391,0.000716332378223496,0.000376221203947442
"7726",7726,NA,0.00115707260630605,0.00106875667972925,0.00243046178773967,0.00113090189426067,0.00113026278609777,0,0.00188323917137476,NA,0.00103950103950104,0.00401808136614766,0.00163487738419619,0,0.00190961171228517,0.00347593582887701,0.00104803493449782,0.00157645822385707,NA,0.000846166864105602,0.000603743207888911,0.00214822771213749,0.00150562962216679
"7727",7727,NA,0.000579374275782155,0.000714540907466952,0.000539374325782093,0.000849136711010473,0.000564652738565782,0,0,NA,0.000833506980620963,0.000167476134650812,0,0.000230467849734962,0.00509554140127389,0.00106980476063118,0.000348128807658834,0,NA,0.000507700118463361,0.000603621730382294,0.000718390804597701,0.00071231764147897
"7728",7728,NA,0.00087361677344205,0.000178762960314623,0.000270197243988111,0.000566251415628539,0,0,0,NA,0.00083559640693545,0.000335289186923722,0,0,0.000643500643500643,0.000802353570473389,0.000348250043531255,0.00157397691500525,NA,0.000339155502798033,0,0.000720720720720721,0.000415981743514544
"7729",7729,NA,0,0.000715819613457409,0,0.000567536889897843,0.000280269058295964,0.000649350649350649,0,NA,0.000628535512256443,0.000503693754197448,0.000546746856205577,0.000231427910205971,0.0006426735218509,0.000803427959292983,0.000521920668058455,0,NA,0.000680503572643756,0.000404612583451345,0.00144456482484652,0.000478949076333959
"7730",7730,NA,0,0.00108794197642792,0.000543183052688756,0.000578368999421631,0.00197072072072072,0.000652741514360313,0,NA,0.000842992623814542,0,0,0.000234466588511137,0,0.000268024658268561,0.000696621386276559,0.000525210084033613,NA,0.000852224305437191,0.000202306291725673,0.000371885459278542,0.000490371536720287
"7731",7731,NA,0.00120481927710843,0.000725952813067151,0.00191570881226054,0.000868558193398958,0.00111982082866741,0,0.000657462195923734,NA,0.00148619957537155,0.000168435236651508,0,0.000234686693264492,0,0.00187265917602996,0.00174094707520891,0,NA,0.000695531211963137,0.000407996736026112,0.00149532710280374,0.000810783607096979
"7732",7732,NA,0.000904704463208685,0,0.000273373428102788,0,0,0.00129533678756477,0.00130633572828217,NA,0.000635458589281932,0.00101282916948008,0.000549752611324904,0.000703070072650574,0.00132978723404255,0.000535618639528656,0.000696621386276559,0,NA,0.00122570478024864,0.000405268490374873,0.000374672161858374,0.000624918530123642
"7733",7733,NA,0.000300751879699248,0.000361663652802893,0,0,0.000839630562552477,0.000645577792123951,0,NA,0,0,0,0.000233644859813084,0,0,0.000173761946133797,0,NA,0,0.000204206657137023,0.000374531835205993,0.000174098288081581
"7734",7734,NA,0.000896592946802152,0.00161261422684107,0.00191309100847226,0.00144801621778164,0.000278862242052426,0.000634115409004439,0,NA,0.000212947189097104,0.000168067226890756,0,0.000231481481481481,0.000661375661375661,0.00186865990389749,0.00121760306140198,0,NA,0.000523560209424084,0.000806776926179911,0.00185804533630621,0.000796211613722704
"7735",7735,NA,0.0011983223487118,0.000894774516821761,0.000818777292576419,0,0.000557103064066852,0,0.000650618087182824,NA,0.00106089539571398,0.00118183353030559,0.000541711809317443,0.000231107002542177,0.00132275132275132,0.00106553010122536,0.000347644707109334,0.00157150340492404,NA,0.000349344978165939,0.0016243654822335,0.00111152278621712,0.000807100323881414
"7736",7736,NA,0.000318471337579618,0,0,0.000290023201856148,0.000279251605696733,0,0,NA,0,0,0,0,0,0.000268456375838926,0,0,NA,0.000348796651552145,0.000881834215167548,0.000368052999631947,0.00015304924374017
"7737",7737,NA,0.00189873417721519,0.00125246018965826,0.000273522975929978,0.00145222189950624,0.000278318953520735,0.000644745325596389,0,NA,0.000872029649008066,0,0,0.00046264168401573,0.00131926121372032,0.000270051309748852,0,0.00105318588730911,NA,0.0007011393514461,0.000867490782910432,0.00110456553755523,0.00069168716317448
"7738",7738,NA,0.000308928019771393,0.00053744177714081,0.000272776868521549,0.000290107339715695,0.000557724484104852,0,0.00138792505204719,NA,0.000215331610680448,0.0006732873253661,0.000541418516513265,0.000906002265005663,0.00131665569453588,0.00053134962805526,0.000345841258862182,0.00156739811912226,NA,0.000175963399612881,0,0.000736919675755343,0.000575837279711709
"7739",7739,NA,0.00061576354679803,0,0,0,0,0.000632911392405063,0,NA,0.000244798041615667,0,0,0,0,0.000267308206361935,0.000173190162798753,0,NA,0.000528169014084507,0.000430941607412196,0.000368052999631947,0.000181174165061561
"7740",7740,NA,0.00245474071801166,0.00143729787998563,0.000812127774769897,0.000870827285921626,0,0,0.000693000693000693,NA,0.000229095074455899,0.00136752136752137,0,0.000905182167911292,0,0.00081190798376184,0.00122699386503067,0,NA,0.00124400213257508,0.00172674293114613,0.000739371534195933,0.000806600633793762
"7741",7741,NA,0.000309310238168883,0.000175223409847556,0.00052369730295889,0.000287852619458837,0.000552181115405853,0.000633713561470215,0.000616903146206046,NA,0.000444543231829295,0.000170125893160939,0,0,0.000628535512256443,0.000540832882639265,0.000347765605981568,0,NA,0.0005175983436853,0.0004359197907585,0.00244498777506112,0.000479399468271595
"7742",7742,NA,0.00223027599665459,0.00139762403913347,0.00235109717868339,0.0026034133641886,0.000829416643627315,0,0,NA,0.00022306491188936,0.000511073253833049,0,0,0,0.00244299674267101,0.0012304447178766,0.00157232704402516,NA,0.000690250215703192,0.00100260677762182,0.00209863588667366,0.00106573482069896
"7743",7743,NA,0.000277777777777778,0,0,0,0.000273897562311695,0,0,NA,0,0.0008424599831508,0,0,0,0,0,0,NA,0.000343406593406593,0,0.00103199174406605,0.000153862981150718
"7744",7744,NA,0.000556483027267668,0.00146252285191956,0.000260078023407022,0.000866801502455938,0.000551419906258616,0,0.000615384615384615,NA,0.00022212350066637,0.000338180588434224,0,0.000225682690137666,0.000669792364367046,0.000269469145782808,0.000697471665213601,0.000521920668058455,NA,0.000694082942911678,0.000199401794616152,0.0010387811634349,0.000510533136128684
"7745",7745,NA,0.00333425951653237,0.0025811209439528,0.00207846193816576,0.00317460317460317,0.000823723228995058,0,0.00122473974280465,NA,0.0154457193292145,0.00016860563142809,0.00054525627044711,0.000677506775067751,0,0.000538938291565616,0.00244541484716157,0.00837696335078534,NA,0.00208261020479,0.00119047619047619,0.00345661942620118,0.00267472327012173
"7746",7746,NA,0.000284010224368077,0,0.00103869124902623,0.000580720092915215,0.000833333333333333,0.00131752305665349,0,NA,0.000444938820912125,0.000338868180277872,0.00054525627044711,0,0.000679347826086957,0.00109289617486339,0.000177619893428064,0,NA,0.000357015351660121,0.00100160256410256,0.00104022191400832,0.000540669164004604
"7747",7747,NA,0.000283768444948922,0.000368052999631947,0.000259336099585062,0,0.000280504908835905,0.000656167979002625,0,NA,0.000224719101123596,0.000342465753424658,0,0.000452181777074384,0,0,0.000540637952784285,0,NA,0.00017860332202179,0.000600841177648708,0,0.000232626639782327
"7748",7748,NA,0.000546298825457525,0,0.00203045685279188,0,0.000275633958103638,0,0,NA,0.00110350915912602,0.000166306336271412,0.00107123727905731,0,0,0.000537634408602151,0.000512207614819874,0.000515729757607014,NA,0.00138720305184671,0.00059441252229047,0.00103234686854783,0.000542943146362324
"7749",7749,NA,0.00219901044529962,0.000550863018729343,0.00025953802232027,0.0011972463334331,0.000857142857142857,0,0.00121802679658952,NA,0.0004423800044238,0.000834863917181499,0.000555864369093941,0.000462214005084354,0.000675219446320054,0.000270343336036767,0.000514844688518963,0,NA,0,0.00101543460601137,0.000719424460431655,0.000654023128145395
"7750",7750,NA,0.000273897562311695,0.00110051357300073,0.00129634430904848,0.000598802395209581,0.00114253070551271,0.000664010624169987,0.0012202562538133,NA,0.00110643947776057,0,0.000558659217877095,0,0.000675219446320054,0.000268672756582483,0.000855139387720198,0.000519210799584631,NA,0.000174641983932937,0.000609137055837563,0.000717360114777618,0.000654490870192202
"7751",7751,NA,0.00112044817927171,0.0460003694808794,0.0010452051215051,0.00150285542530809,0.00144258511252164,0,0,NA,0.000672645739910314,0.03140383636055,0.00113571834185122,0.000465657741559953,0.000677506775067751,0.0016246953696182,0.00176647235470765,0.00157811678064177,NA,0.000735699834467537,0.00203873598369011,0.00215439856373429,0.0052980526202936
"7752",7752,NA,0.00027359781121751,0.000561797752808989,0.00103600103600104,0.0020939276099312,0.000284656988329063,0.00133958472873409,0.001230012300123,NA,0.000685557586837294,0.000503862949277796,0.00226244343891403,0.000929152148664344,0,0.000809935205183585,0.00051537536505755,0,NA,0.000179147259046937,0.00223622687538118,0.00286635614475099,0.000989313066681033
"7753",7753,NA,0.0002710027100271,0,0,0.000298507462686567,0,0,0,NA,0,0,0,0,0,0.000267308206361935,0,0,NA,0,0.000202388180530257,0.000354735721887194,7.74412378607252e-05
"7754",7754,NA,0.00108049702863317,0.00270318976392143,0.00128899200824955,0.00208830548926014,0.000283205890682526,0,0.000605326876513317,NA,0.00249943194728471,0.0013527223537369,0.00112866817155756,0,0.00191938579654511,0,0.00170706725844998,0.00211193241816262,NA,0.000717102904266762,0.00121703853955375,0.000710984713828653,0.00118965839781368
"7755",7755,NA,0.000803212851405623,0.00124599501601994,0.00103359173126615,0.000899550224887556,0.00256191289496157,0.00131319763624425,0.000606060606060606,NA,0.00180464696593729,0.00134003350083752,0.00113378684807256,0.000694444444444444,0.00127064803049555,0.0013575889220744,0.00101163378856854,0,NA,0.00124777183600713,0.000813338755591704,0.00108420672208168,0.00112342337638647
"7756",7756,NA,0.00027063599458728,0.000361925443358668,0.000261848651479445,0,0.000570125427594071,0,0.000609384521633151,NA,0.00045475216007276,0,0,0.000235960358659745,0.00132802124833997,0.000272405339144647,0,0.000526315789473684,NA,0,0,0.000362187613183629,0.000291864585973725
"7757",7757,NA,0,0.00145454545454545,0.0039546533087266,0.0042997542997543,0.000583090379008746,0,0,NA,0.000228937728937729,0.00100942126514132,0,0.000477213075638272,0,0,0.000169923534409516,0.000526870389884088,NA,0.000369685767097967,0.000623830318153462,0.00035650623885918,0.000780801764453146
"7758",7758,NA,0,0.000354672814328782,0.000259672812256557,0.000305064063453325,0.000284252416145537,0,0,NA,0.000457561198810341,0.000336134453781513,0,0.000234521575984991,0,0.000272108843537415,0.000510899182561308,0.000525762355415352,NA,0.000555144337527757,0.000617538081515027,0.000356125356125356,0.000281636527302403
"7759",7759,NA,0.00133297787256732,0.000528076042950185,0.000258531540847983,0,0.00056657223796034,0.00129785853341986,0.00060313630880579,NA,0.000457770656900893,0,0,0.000931532370749884,0.000661813368630046,0.000555864369093941,0.00068598868118676,0.00105540897097625,NA,0.000369480879364493,0.00122875281589187,0.0010634526763559,0.000644289851427862
"7760",7760,NA,0.00346389555022649,0.00105633802816901,0.00180831826401447,0.00181543116490166,0.00028328611898017,0,0.000602772754671489,NA,0.00158013544018059,0.000678886625933469,0.00171722953634803,0.000696378830083565,0,0.0158686730506156,0.00134453781512605,0.00157563025210084,NA,0.00111008325624422,0.000819168543927913,0.00106571936056838,0.00197147136622733
"7761",7761,NA,0.000532339632685653,0.00211677544540483,0.00103573278094252,0.000606060606060606,0.00111172873818788,0,0.000601684717208183,NA,0.000226654578422484,0.00050547598989048,0.000568504832291074,0.00092485549132948,0.000659630606860158,0.00218938149972633,0.00202942668696093,0.00105429625724829,NA,0.000184740439682246,0.0014338385907415,0.000711490572749911,0.000916256525910698
"7762",7762,NA,0.000806451612903226,0.000534378339864624,0.000260552371026576,0.00158127767235927,0.000837287189506001,0.000648508430609598,0.00061012812690665,NA,0.000225225225225225,0.000500667556742323,0.00170842824601367,0.000463929482718627,0.00133422281521014,0.000543625985322098,0.000502680965147453,0.0005249343832021,NA,0.000187090739008419,0.000208550573514077,0.00109090909090909,0.00069826937812162
"7763",7763,NA,0.0018802041364491,0.000357206644043579,0,0.00191082802547771,0,0,0.000612745098039216,NA,0.000225275963054742,0.00016675004168751,0,0,0,0,0,0.000524109014675052,NA,0.000375798571965427,0.000418935902806871,0.000727272727272727,0.000399951451415107
"7764",7764,NA,0.000805369127516779,0.000892379082634303,0.000261506276150628,0.00128493414712496,0.000841750841750842,0.000649772579597141,0.000611620795107034,NA,0.00113019891500904,0.0004995004995005,0.000570776255707763,0,0,0.00109259765091505,0.000503693754197448,0,NA,0.000563591959421379,0.000420168067226891,0.00109449106165633,0.000623463945195338
"7765",7765,NA,0.000537345513164965,0,0.000783494384956908,0.000962155227710071,0.000281293952180028,0,0.000614250614250614,NA,0.000906412871062769,0.00016597510373444,0.00114220445459737,0.000234027615258601,0,0.000544959128065395,0.00033478406427854,0,NA,0.000188465887674331,0.000420433046037419,0.000728597449908925,0.000435799961826688
"7766",7766,NA,0.000268384326355341,0.000534378339864624,0.000261301280376274,0.000321027287319422,0,0.000649350649350649,0,NA,0,0.000331564986737401,0.000570450656018254,0.00117288294628196,0.000666666666666667,0.000272108843537415,0.000334392242099983,0,NA,0.000753437558862309,0.000419991600167997,0.000727272727272727,0.000404622783939501
"7767",7767,NA,0.000803427959292983,0.000353107344632768,0.00129433083096039,0.000956022944550669,0,0.00127469725940089,0,NA,0.000453206435531385,0,0,0,0.000657030223390276,0.000815438977983148,0.000334448160535117,0,NA,0.00018677624206201,0.000418497593638837,0.00106875667972925,0.000478652258428207
